,service_code,service_code_desc,add_date,resolution_date,service_due_date,service_order_date,priority,street_address,zipcode,ward
122,S0000,Abandoned Vehicle - On Public Property,2023/03/21 00:04:42+00,2023/03/27 15:42:05+00,2023/04/07 00:04:42+00,2023/03/21 00:04:42+00,1,1686 EUCLID STREET NW,20009,1
123,S0000,Abandoned Vehicle - On Public Property,2023/03/21 01:53:12+00,2023/03/27 15:24:05+00,2023/04/07 01:53:12+00,2023/03/21 01:53:12+00,1,1400 EUCLID STREET NW,20009,1
124,S0000,Abandoned Vehicle - On Public Property,2023/03/20 19:45:46+00,2023/04/14 14:30:05+00,2023/04/06 19:45:46+00,2023/03/20 19:45:46+00,1,4631 HILLTOP TERRACE SE,20019,7
125,S0000,Abandoned Vehicle - On Public Property,2023/03/20 20:26:00+00,2023/03/22 13:45:05+00,2023/04/06 20:26:00+00,2023/03/20 20:26:00+00,1,3704 33RD PLACE NW,20008,3
126,S0000,Abandoned Vehicle - On Public Property,2023/03/20 21:03:40+00,2023/03/21 15:36:04+00,2023/04/06 21:03:40+00,2023/03/20 21:03:40+00,1,5719 3RD STREET NE,20011,4
127,S0000,Abandoned Vehicle - On Public Property,2023/03/20 21:42:35+00,2023/03/22 16:57:06+00,2023/04/06 21:42:35+00,2023/03/20 21:42:35+00,1,1418 CORCORAN STREET NW,20009,2
128,S0000,Abandoned Vehicle - On Public Property,2023/03/20 22:00:31+00,2023/03/22 18:36:18+00,2023/04/06 22:00:31+00,2023/03/20 22:00:31+00,1,1500 P STREET NW,20005,2
129,S0000,Abandoned Vehicle - On Public Property,2023/03/21 11:27:34+00,2023/03/22 13:57:13+00,2023/04/07 11:27:34+00,2023/03/21 11:27:34+00,1,800 DELAFIELD PLACE NW,20011,4
130,S0000,Abandoned Vehicle - On Public Property,2023/03/21 11:43:13+00,2023/04/04 13:30:06+00,2023/04/07 11:43:13+00,2023/03/21 11:43:13+00,1,200 - 299 BLOCK OF SEATON PLACE NE,20002,5
131,S0000,Abandoned Vehicle - On Public Property,2023/03/21 12:24:13+00,2023/03/27 13:48:38+00,2023/04/07 12:24:13+00,2023/03/21 12:24:13+00,1,4013 BLAINE STREET NE,20019,7
133,S0000,Abandoned Vehicle - On Public Property,2023/03/21 16:49:14+00,2023/04/10 19:15:05+00,2023/04/07 16:49:14+00,2023/03/21 16:49:14+00,1,5342 JAMES PLACE NE,20019,7
134,S0000,Abandoned Vehicle - On Public Property,2023/03/21 16:59:33+00,2023/03/28 16:12:06+00,2023/04/07 16:59:33+00,2023/03/21 16:59:33+00,1,513 HILLTOP TERRACE SE,20019,7
136,S0000,Abandoned Vehicle - On Public Property,2023/03/21 17:10:53+00,2023/03/22 15:15:06+00,2023/04/07 17:10:53+00,2023/03/21 17:10:53+00,1,1735 FRASER COURT NW,20009,2
137,S0000,Abandoned Vehicle - On Public Property,2023/03/21 12:54:47+00,2023/03/23 15:45:13+00,2023/04/07 12:54:47+00,2023/03/21 12:54:47+00,1,3229 15TH PLACE SE,20020,8
138,S0000,Abandoned Vehicle - On Public Property,2023/03/21 12:56:35+00,2023/03/22 15:48:05+00,2023/04/07 12:56:35+00,2023/03/21 12:56:35+00,1,1524 2ND STREET SW,20024,6
139,S0000,Abandoned Vehicle - On Public Property,2023/03/21 13:30:04+00,2023/03/25 11:51:05+00,2023/04/07 13:30:04+00,2023/03/21 13:30:04+00,1,776 KENILWORTH TERRACE NE,20019,7
140,S0000,Abandoned Vehicle - On Public Property,2023/03/21 13:35:26+00,2023/04/11 12:47:32+00,2023/04/07 13:35:25+00,2023/03/21 13:35:26+00,1,2703 JAMES M MCGEE JR STREET SE,20020,8
141,S0000,Abandoned Vehicle - On Public Property,2023/03/21 13:40:47+00,2023/03/21 13:41:57+00,2023/04/07 13:40:47+00,2023/03/21 13:40:47+00,1,1500 - 1599 BLOCK OF 19TH STREET SE,20020,8
142,S0000,Abandoned Vehicle - On Public Property,2023/03/21 13:50:59+00,2023/03/21 16:39:10+00,2023/04/07 13:50:59+00,2023/03/21 13:50:59+00,1,243 8TH STREET NE,20002,6
143,S0000,Abandoned Vehicle - On Public Property,2023/03/21 13:57:55+00,2023/03/27 17:06:03+00,2023/04/07 13:57:55+00,2023/03/21 13:57:55+00,1,1927 LAMONT STREET NW,20010,1
144,S0000,Abandoned Vehicle - On Public Property,2023/03/21 14:06:59+00,2023/04/03 16:15:06+00,2023/04/07 14:06:59+00,2023/03/21 14:06:59+00,1,5TH STREET SE AND TRENTON STREET SE,20032,8
145,S0000,Abandoned Vehicle - On Public Property,2023/03/21 14:48:41+00,2023/04/03 15:42:22+00,2023/04/07 14:48:41+00,2023/03/21 14:48:41+00,1,1251 OAK DRIVE SE,20032,8
146,S0000,Abandoned Vehicle - On Public Property,2023/03/21 15:10:44+00,2023/04/04 17:03:05+00,2023/04/07 15:10:44+00,2023/03/21 15:10:44+00,1,31 W STREET NW,20001,5
147,S0000,Abandoned Vehicle - On Public Property,2023/03/21 16:02:05+00,2023/03/21 17:45:13+00,2023/04/07 16:02:05+00,2023/03/21 16:02:05+00,1,4703 4TH STREET NW,20011,4
148,S0000,Abandoned Vehicle - On Public Property,2023/03/21 17:42:15+00,2023/03/28 16:06:18+00,2023/04/07 17:42:15+00,2023/03/21 17:42:15+00,1,513 HILLTOP TERRACE SE,20019,7
149,S0000,Abandoned Vehicle - On Public Property,2023/03/21 17:43:28+00,2023/03/28 16:09:20+00,2023/04/07 17:43:28+00,2023/03/21 17:43:28+00,1,513 HILLTOP TERRACE SE,20019,7
150,S0000,Abandoned Vehicle - On Public Property,2023/03/21 18:19:47+00,2023/04/06 14:21:59+00,2023/04/07 18:19:47+00,2023/03/21 18:19:47+00,1,1 - 40 BLOCK OF TODD PLACE NE,20002,5
151,S0000,Abandoned Vehicle - On Public Property,2023/03/21 18:23:18+00,2023/03/22 14:45:22+00,2023/04/07 18:23:18+00,2023/03/21 18:23:18+00,1,1301 KENILWORTH AVENUE NE,20019,7
152,S0000,Abandoned Vehicle - On Public Property,2023/03/21 20:59:52+00,2023/03/22 15:57:06+00,2023/04/07 20:59:52+00,2023/03/21 20:59:52+00,1,1426 EAST CAPITOL STREET NE,20003,6
154,S0000,Abandoned Vehicle - On Public Property,2023/03/21 20:13:37+00,2023/04/06 14:27:08+00,2023/04/07 20:13:37+00,2023/03/21 20:13:37+00,1,1700 - 1799 BLOCK OF 17TH STREET NE,20002,5
155,S0000,Abandoned Vehicle - On Public Property,2023/03/21 20:14:35+00,2023/04/06 16:51:05+00,2023/04/07 20:14:35+00,2023/03/21 20:14:35+00,1,1238 SAVANNAH STREET SE,20032,8
156,S0000,Abandoned Vehicle - On Public Property,2023/03/21 21:39:56+00,2023/04/06 14:21:03+00,2023/04/07 21:39:55+00,2023/03/21 21:39:56+00,1,15 TODD PLACE NE,20002,5
157,S0000,Abandoned Vehicle - On Public Property,2023/03/21 23:40:35+00,2023/03/22 15:42:05+00,2023/04/07 23:40:35+00,2023/03/21 23:40:35+00,1,604 12TH STREET NE,20002,6
158,S0000,Abandoned Vehicle - On Public Property,2023/03/22 05:13:14+00,2023/04/04 13:00:05+00,2023/04/10 05:13:14+00,2023/03/22 05:13:14+00,1,391 MORSE STREET NE,20002,5
159,S0000,Abandoned Vehicle - On Public Property,2023/03/21 22:42:32+00,2023/04/07 19:51:05+00,2023/04/07 22:42:32+00,2023/03/21 22:42:32+00,1,3801 COMMODORE JOSHUA BARNEY DRIVE NE,20018,5
160,S0000,Abandoned Vehicle - On Public Property,2023/03/21 22:47:42+00,2023/04/10 13:16:28+00,2023/04/07 22:47:42+00,2023/03/21 22:47:42+00,1,3803 COMMODORE JOSHUA BARNEY DRIVE NE,20018,5
161,S0000,Abandoned Vehicle - On Public Property,2023/03/21 23:46:32+00,2023/03/22 15:51:19+00,2023/04/07 23:46:32+00,2023/03/21 23:46:32+00,1,1108 G STREET NE,20002,6
162,S0000,Abandoned Vehicle - On Public Property,2023/03/22 12:22:46+00,2023/03/23 16:57:06+00,2023/04/10 12:22:46+00,2023/03/22 12:22:46+00,1,1308 L STREET SE,20003,6
164,S0000,Abandoned Vehicle - On Public Property,2023/03/22 11:50:31+00,2023/03/22 12:10:03+00,2023/04/10 11:50:30+00,2023/03/22 11:50:31+00,1,1510 ISHERWOOD STREET NE,20002,7
165,S0000,Abandoned Vehicle - On Public Property,2023/03/22 12:48:04+00,2023/03/30 15:12:13+00,2023/04/10 12:48:04+00,2023/03/22 12:48:04+00,1,230 - 499 BLOCK OF 37TH STREET SE,20019,7
166,S0000,Abandoned Vehicle - On Public Property,2023/03/22 13:13:06+00,2023/03/22 18:15:17+00,2023/04/10 13:13:06+00,2023/03/22 13:13:06+00,1,3565 6TH STREET NW,20010,1
167,S0000,Abandoned Vehicle - On Public Property,2023/03/22 13:18:06+00,2023/03/31 16:15:04+00,2023/04/10 13:18:06+00,2023/03/22 13:18:06+00,1,132 DANBURY STREET SW,20032,8
168,S0000,Abandoned Vehicle - On Public Property,2023/03/22 13:39:29+00,2023/03/30 16:57:12+00,2023/04/10 13:39:29+00,2023/03/22 13:39:29+00,1,2 - 251 BLOCK OF MALCOLM X AVENUE SE,20032,8
169,S0000,Abandoned Vehicle - On Public Property,2023/03/22 14:20:26+00,2023/03/24 12:29:56+00,2023/04/10 15:39:56+00,2023/03/22 14:20:26+00,1,17TH STREET NE AND GALES PLACE NE,20002,7
170,S0000,Abandoned Vehicle - On Public Property,2023/03/22 14:20:44+00,2023/04/06 18:12:08+00,2023/04/10 14:20:43+00,2023/03/22 14:20:44+00,1,3220 HIGHWOOD DRIVE SE,20020,7
171,S0000,Abandoned Vehicle - On Public Property,2023/03/22 14:55:30+00,2023/03/27 19:03:06+00,2023/04/10 14:55:30+00,2023/03/22 14:55:30+00,1,3927 5TH STREET NW,20011,4
172,S0000,Abandoned Vehicle - On Public Property,2023/03/22 15:07:32+00,2023/04/12 18:12:04+00,2023/04/10 15:07:32+00,2023/03/22 15:07:32+00,1,404 59TH STREET NE,20019,7
173,S0000,Abandoned Vehicle - On Public Property,2023/03/22 15:12:48+00,2023/03/27 19:00:05+00,2023/04/10 15:12:48+00,2023/03/22 15:12:48+00,1,224 MISSISSIPPI AVENUE SE,20032,8
174,S0000,Abandoned Vehicle - On Public Property,2023/03/22 16:17:09+00,2023/04/07 14:39:04+00,2023/04/10 16:17:09+00,2023/03/22 16:17:09+00,1,1911 SAVANNAH STREET SE,20020,8
175,S0000,Abandoned Vehicle - On Public Property,2023/03/22 15:15:36+00,2023/04/03 15:42:14+00,2023/04/10 15:15:36+00,2023/03/22 15:15:36+00,1,1251 OAK DRIVE SE,20032,8
176,S0000,Abandoned Vehicle - On Public Property,2023/03/22 15:17:03+00,2023/04/11 17:42:05+00,2023/04/10 15:17:03+00,2023/03/22 15:17:03+00,1,204 WAYNE PLACE SE,20032,8
177,S0000,Abandoned Vehicle - On Public Property,2023/03/22 15:20:16+00,2023/04/06 14:21:16+00,2023/04/10 15:20:16+00,2023/03/22 15:20:16+00,1,1251 OAK DRIVE SE,20032,8
178,S0000,Abandoned Vehicle - On Public Property,2023/03/22 15:26:05+00,2023/03/30 17:30:05+00,2023/04/10 15:26:05+00,2023/03/22 15:26:05+00,1,501 6TH STREET SW,20024,6
179,S0000,Abandoned Vehicle - On Public Property,2023/03/22 15:30:37+00,2023/03/28 14:45:05+00,2023/04/10 15:30:37+00,2023/03/22 15:30:37+00,1,1735 FRASER COURT NW,20009,2
180,S0000,Abandoned Vehicle - On Public Property,2023/03/22 15:31:41+00,2023/03/22 16:06:06+00,2023/04/10 15:31:41+00,2023/03/22 15:31:41+00,1,1219 K STREET NE,20002,6
181,S0000,Abandoned Vehicle - On Public Property,2023/03/22 15:40:18+00,2023/03/22 17:39:04+00,2023/04/10 15:40:18+00,2023/03/22 15:40:18+00,1,5105 3RD STREET NW,20011,4
183,S0000,Abandoned Vehicle - On Public Property,2023/03/22 16:30:04+00,2023/03/24 16:36:05+00,2023/04/10 16:30:04+00,2023/03/22 16:30:04+00,1,711 4TH STREET NW,20001,6
184,S0000,Abandoned Vehicle - On Public Property,2023/03/22 16:40:58+00,2023/04/04 18:03:13+00,2023/04/10 16:40:58+00,2023/03/22 16:40:58+00,1,5033 10TH STREET NE,20017,5
185,S0000,Abandoned Vehicle - On Public Property,2023/03/22 17:11:33+00,2023/03/28 13:51:05+00,2023/04/10 17:11:33+00,2023/03/22 17:11:33+00,1,2820 HARTFORD STREET SE,20020,8
186,S0000,Abandoned Vehicle - On Public Property,2023/03/22 17:34:05+00,2023/03/24 17:06:07+00,2023/04/10 17:34:05+00,2023/03/22 17:34:05+00,1,700 51ST STREET NE,20019,7
187,S0000,Abandoned Vehicle - On Public Property,2023/03/22 18:46:36+00,2023/03/28 16:09:13+00,2023/04/10 18:46:36+00,2023/03/22 18:46:36+00,1,405 10TH STREET NE,20002,6
188,S0000,Abandoned Vehicle - On Public Property,2023/03/22 18:47:40+00,2023/03/28 15:21:38+00,2023/04/10 18:47:40+00,2023/03/22 18:47:40+00,1,1418 CORCORAN STREET NW,20009,2
189,S0000,Abandoned Vehicle - On Public Property,2023/03/22 18:48:42+00,2023/04/04 19:09:05+00,2023/04/10 18:48:42+00,2023/03/22 18:48:42+00,1,1721 GIRARD STREET NE,20018,5
190,S0000,Abandoned Vehicle - On Public Property,2023/03/22 17:19:50+00,2023/03/23 16:51:05+00,2023/04/10 17:19:50+00,2023/03/22 17:19:50+00,1,8 4TH STREET SE,20003,6
191,S0000,Abandoned Vehicle - On Public Property,2023/03/22 19:02:02+00,2023/04/07 15:30:21+00,2023/04/10 19:02:02+00,2023/03/22 19:02:02+00,1,36TH STREET SE AND CROFFUT PLACE SE,20019,7
192,S0000,Abandoned Vehicle - On Public Property,2023/03/22 20:56:26+00,2023/03/29 17:06:05+00,2023/04/10 20:56:26+00,2023/03/22 20:56:26+00,1,713 VAN BUREN STREET NW,20012,4
193,S0000,Abandoned Vehicle - On Public Property,2023/03/22 22:02:39+00,2023/03/23 14:21:08+00,2023/04/10 22:02:39+00,2023/03/22 22:02:39+00,1,1500 V STREET SE,20020,8
195,S0000,Abandoned Vehicle - On Public Property,2023/03/23 01:13:07+00,2023/04/12 14:51:13+00,2023/04/11 01:13:07+00,2023/03/23 01:13:07+00,1,250 GALLATIN STREET NW,20011,4
196,S0000,Abandoned Vehicle - On Public Property,2023/03/22 18:50:33+00,2023/04/03 15:51:25+00,2023/04/10 18:50:33+00,2023/03/22 18:50:33+00,1,812 JEFFERSON STREET NW,20011,4
197,S0000,Abandoned Vehicle - On Public Property,2023/03/22 20:05:24+00,2023/03/30 14:57:09+00,2023/04/10 20:05:24+00,2023/03/22 20:05:24+00,1,3449 MINNESOTA AVENUE SE,20019,7
198,S0000,Abandoned Vehicle - On Public Property,2023/03/22 20:28:21+00,2023/03/29 17:36:05+00,2023/04/10 20:28:21+00,2023/03/22 20:28:21+00,1,6701 PINEY BRANCH ROAD NW,20012,4
199,S0000,Abandoned Vehicle - On Public Property,2023/03/22 21:00:15+00,2023/04/14 13:12:23+00,2023/04/10 21:00:15+00,2023/03/22 21:00:15+00,1,328 56TH STREET NE,20019,7
201,S0000,Abandoned Vehicle - On Public Property,2023/03/22 21:20:25+00,2023/03/27 16:24:05+00,2023/04/10 21:20:25+00,2023/03/22 21:20:25+00,1,1722 IRVING STREET NW,20010,1
202,S0000,Abandoned Vehicle - On Public Property,2023/03/22 21:28:53+00,2023/03/28 12:39:00+00,2023/04/10 21:28:53+00,2023/03/22 21:28:53+00,1,2209 U PLACE SE,20020,8
204,S0000,Abandoned Vehicle - On Public Property,2023/03/23 03:25:56+00,2023/03/30 16:54:05+00,2023/04/11 03:25:56+00,2023/03/23 03:25:56+00,1,1000 - 1299 BLOCK OF MISSISSIPPI AVENUE SE,20032,8
205,S0000,Abandoned Vehicle - On Public Property,2023/03/23 11:07:44+00,2023/03/28 16:45:05+00,2023/04/11 11:07:44+00,2023/03/23 11:07:44+00,1,1401 CONSTITUTION AVENUE NW,20230,2
206,S0000,Abandoned Vehicle - On Public Property,2023/03/23 11:15:04+00,2023/04/14 16:15:05+00,2023/04/11 11:15:03+00,2023/03/23 11:15:04+00,1,5104 8TH STREET NW,20011,4
207,S0000,Abandoned Vehicle - On Public Property,2023/03/23 11:24:32+00,2023/03/29 15:45:05+00,2023/04/11 11:24:32+00,2023/03/23 11:24:32+00,1,103 RITTENHOUSE STREET NE,20011,4
208,S0000,Abandoned Vehicle - On Public Property,2023/03/23 12:03:04+00,2023/04/03 17:06:22+00,2023/04/11 12:03:03+00,2023/03/23 12:03:04+00,1,200 - 229 BLOCK OF 16TH STREET SE,20003,7
209,S0000,Abandoned Vehicle - On Public Property,2023/03/23 13:44:31+00,2023/03/27 16:48:14+00,2023/04/11 13:44:31+00,2023/03/23 13:44:31+00,1,128 56TH STREET SE,20019,7
210,S0000,Abandoned Vehicle - On Public Property,2023/03/23 14:33:51+00,2023/03/28 14:12:05+00,2023/04/11 14:33:51+00,2023/03/23 14:33:51+00,1,5400 BASS PLACE SE,20019,7
211,S0000,Abandoned Vehicle - On Public Property,2023/03/23 15:13:38+00,2023/03/29 18:15:05+00,2023/04/11 15:13:38+00,2023/03/23 15:13:38+00,1,FLORAL STREET NW AND 12TH STREET NW,20012,4
212,S0000,Abandoned Vehicle - On Public Property,2023/03/23 15:13:40+00,2023/03/23 17:12:05+00,2023/04/11 15:13:40+00,2023/03/23 15:13:40+00,1,713 BRANDYWINE STREET SE,20032,8
213,S0000,Abandoned Vehicle - On Public Property,2023/03/23 16:17:03+00,2023/03/29 16:57:06+00,2023/04/11 16:17:03+00,2023/03/23 16:17:03+00,1,1700 - 1799 BLOCK OF GALES PLACE NE,20002,7
214,S0000,Abandoned Vehicle - On Public Property,2023/03/23 13:16:52+00,2023/03/27 13:51:05+00,2023/04/11 13:16:52+00,2023/03/23 13:16:52+00,1,3417 15TH STREET SE,20032,8
216,S0000,Abandoned Vehicle - On Public Property,2023/03/23 16:05:58+00,2023/04/04 17:06:04+00,2023/04/11 16:05:58+00,2023/03/23 16:05:58+00,1,1915 SHEPHERD STREET NE,20018,5
217,S0000,Abandoned Vehicle - On Public Property,2023/03/23 16:46:25+00,2023/04/04 13:21:05+00,2023/04/11 16:46:25+00,2023/03/23 16:46:25+00,1,226 SEATON PLACE NE,20002,5
218,S0000,Abandoned Vehicle - On Public Property,2023/03/23 16:46:39+00,2023/03/30 14:12:05+00,2023/04/11 16:46:39+00,2023/03/23 16:46:39+00,1,1320 MISSISSIPPI AVENUE SE,20032,8
219,S0000,Abandoned Vehicle - On Public Property,2023/03/23 17:15:03+00,2023/04/10 13:34:40+00,2023/04/11 17:15:03+00,2023/03/23 17:15:03+00,1,600 - 799 BLOCK OF 11TH STREET SE,20003,6
221,S0000,Abandoned Vehicle - On Public Property,2023/03/23 17:40:39+00,2023/03/25 11:19:30+00,2023/04/11 17:40:39+00,2023/03/23 17:40:39+00,1,1916 13TH STREET SE,20020,8
222,S0000,Abandoned Vehicle - On Public Property,2023/03/23 17:42:29+00,2023/04/03 15:09:06+00,2023/04/11 17:42:29+00,2023/03/23 17:42:29+00,1,5500  - 5599 BLOCK OF 5TH STREET NW,20011,4
223,S0000,Abandoned Vehicle - On Public Property,2023/03/23 17:44:35+00,2023/03/28 14:36:06+00,2023/04/11 17:44:35+00,2023/03/23 17:44:35+00,1,725 46TH STREET SE,20019,7
224,S0000,Abandoned Vehicle - On Public Property,2023/03/23 16:34:33+00,2023/03/29 16:00:06+00,2023/04/11 16:34:33+00,2023/03/23 16:34:33+00,1,1416 G STREET SE,20003,6
225,S0000,Abandoned Vehicle - On Public Property,2023/03/23 16:35:03+00,2023/03/29 16:57:07+00,2023/04/11 16:35:03+00,2023/03/23 16:35:03+00,1,1700 - 1799 BLOCK OF GALES PLACE NE,20002,7
228,S0000,Abandoned Vehicle - On Public Property,2023/03/23 19:51:36+00,2023/03/30 19:00:13+00,2023/04/11 19:51:36+00,2023/03/23 19:51:36+00,1,1218 LONGFELLOW STREET NW,20011,4
229,S0000,Abandoned Vehicle - On Public Property,2023/03/23 21:11:09+00,2023/03/28 19:09:05+00,2023/04/11 21:11:09+00,2023/03/23 21:11:09+00,1,4423 GAULT PLACE NE,20019,7
230,S0000,Abandoned Vehicle - On Public Property,2023/03/23 21:13:20+00,2023/03/28 19:09:05+00,2023/04/11 21:13:20+00,2023/03/23 21:13:20+00,1,4423 GAULT PLACE NE,20019,7
231,S0000,Abandoned Vehicle - On Public Property,2023/03/23 21:48:44+00,2023/03/28 19:09:05+00,2023/04/11 21:48:44+00,2023/03/23 21:48:44+00,1,4423 GAULT PLACE NE,20019,7
232,S0000,Abandoned Vehicle - On Public Property,2023/03/23 22:09:15+00,2023/04/06 14:18:27+00,2023/04/11 22:09:15+00,2023/03/23 22:09:15+00,1,2122 24TH PLACE NE,20018,5
233,S0000,Abandoned Vehicle - On Public Property,2023/03/24 00:13:32+00,2023/04/06 15:18:06+00,2023/04/12 00:13:32+00,2023/03/24 00:13:32+00,1,3600 - 3709 BLOCK OF BANGOR STREET SE,20020,7
234,S0000,Abandoned Vehicle - On Public Property,2023/03/23 21:21:00+00,2023/03/29 16:06:05+00,2023/04/11 21:21:00+00,2023/03/23 21:21:00+00,1,523 11TH STREET SE,20003,6
235,S0000,Abandoned Vehicle - On Public Property,2023/03/23 21:39:12+00,2023/03/28 12:49:51+00,2023/04/11 21:39:12+00,2023/03/23 21:39:12+00,1,1300 - 1500 BLOCK OF MISSISSIPPI AVENUE SE,20032,8
236,S0000,Abandoned Vehicle - On Public Property,2023/03/23 21:43:00+00,2023/03/28 15:21:14+00,2023/04/11 21:43:00+00,2023/03/23 21:43:00+00,1,2145 DECATUR PLACE NW,20008,2
237,S0000,Abandoned Vehicle - On Public Property,2023/03/24 11:40:17+00,2023/03/30 18:24:05+00,2023/04/12 11:40:17+00,2023/03/24 11:40:17+00,1,5601 13TH STREET NW,20011,4
239,S0000,Abandoned Vehicle - On Public Property,2023/03/24 13:34:13+00,2023/03/28 16:42:17+00,2023/04/12 13:34:13+00,2023/03/24 13:34:13+00,1,4350 H STREET SE,20019,7
240,S0000,Abandoned Vehicle - On Public Property,2023/03/24 14:49:31+00,2023/04/12 18:24:05+00,2023/04/12 14:49:31+00,2023/03/24 14:49:31+00,1,4600 - 4699 BLOCK OF QUARLES STREET NE,20019,7
241,S0000,Abandoned Vehicle - On Public Property,2023/03/24 17:04:57+00,2023/03/29 16:21:05+00,2023/04/12 17:04:56+00,2023/03/24 17:04:57+00,1,6300  - 6399 BLOCK OF KANSAS AVENUE NE,20011,4
242,S0000,Abandoned Vehicle - On Public Property,2023/03/24 14:28:02+00,2023/04/12 18:03:05+00,2023/04/12 14:28:02+00,2023/03/24 14:28:02+00,1,4716 QUARLES STREET NE,20019,7
243,S0000,Abandoned Vehicle - On Public Property,2023/03/24 14:28:48+00,2023/04/12 18:00:06+00,2023/04/12 14:28:48+00,2023/03/24 14:28:48+00,1,4718 QUARLES STREET NE,20019,7
244,S0000,Abandoned Vehicle - On Public Property,2023/03/24 14:29:29+00,2023/04/12 18:06:26+00,2023/04/12 14:29:29+00,2023/03/24 14:29:29+00,1,4704 QUARLES STREET NE,20019,7
245,S0000,Abandoned Vehicle - On Public Property,2023/03/24 17:32:03+00,2023/03/27 13:15:05+00,2023/04/12 17:32:03+00,2023/03/24 17:32:03+00,1,1907 - 2329 BLOCK OF GOOD HOPE ROAD SE,20020,8
246,S0000,Abandoned Vehicle - On Public Property,2023/03/24 17:57:38+00,2023/03/27 13:12:05+00,2023/04/12 17:57:38+00,2023/03/24 17:57:38+00,1,2210 U PLACE SE,20020,8
